problem_id,problem,correct,difficulty,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instr_text.started,instr_key.started,instructions.stopped,instr_key.keys,instr_key.rt,instr_key.duration,fixation.started,fix.started,fixation.stopped,trial.started,problem_text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,fix.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
32,(50 − 14) ÷ 6 = 5,f,hard,11,11,0,f,1,9.1392837,None,0,11,11,31,70.6728808,,,,,,,,,70.6575669,70.6728808,71.1567207,71.1621588,71.1722527,71.1722527,80.3200189,f,1,9.1392837,None,71.1722527,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
6,10 -2 = 8,t,easy,12,12,0,t,1,1.1429113,None,0,12,12,5,80.3349128,,,,,,,,,80.3204,80.3349128,80.8184951,80.8225626,80.8348008,80.8348008,81.9868542,t,1,1.1429113,None,80.8348008,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
12,7 + 3 = 15,f,easy,13,13,0,f,1,1.6370605,None,0,13,13,11,82.0014263,,,,,,,,,81.9871849,82.0014263,82.4858435,82.4916501,82.501008,82.501008,84.1519535,f,1,1.6370605,None,82.501008,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
24,(56 ÷ 7) + 9 = 17,t,hard,14,14,0,t,1,5.2758184,None,0,14,14,23,84.1679327,,,,,,,,,84.1523732,84.1679327,84.6513046,84.6569631,84.6669337,84.6669337,89.9488729,t,1,5.2758184,None,84.6669337,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
16,10 -7 = 1,f,easy,15,15,0,f,1,1.98096,None,0,15,15,15,89.9641799,,,,,,,,,89.9492313,89.9641799,90.4474072,90.4516253,90.4635953,90.4635953,92.4470483,f,1,1.98096,None,90.4635953,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
23,(45 − 15) ÷ 5 = 6,t,hard,16,16,0,t,1,3.4522711,None,0,16,16,22,92.4632549,,,,,,,,,92.4474215,92.4632549,92.946958,92.9560596,92.9628961,92.9628961,96.4299642,t,1,3.4522711,None,92.9628961,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
15,4 + 9 = 10,f,easy,17,17,0,f,1,1.6381596,None,0,17,17,14,96.4457934,,,,,,,,,96.4303453,96.4457934,96.9293124,96.9351275,96.944511,96.944511,98.5943263,f,1,1.6381596,None,96.944511,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
28,(32 ÷ 8) + 9 = 13,t,hard,18,18,0,t,1,2.8018523,None,0,18,18,27,98.6111034,,,,,,,,,98.5946272,98.6111034,99.0942966,99.098601,99.1113241,99.1113241,101.9273752,t,1,2.8018523,None,99.1113241,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
33,(20 ÷ 5) + 18 = 30,f,hard,19,19,0,f,1,4.4751339,None,0,19,19,32,101.9431751,,,,,,,,,101.9277196,101.9431751,102.427077,102.4324086,102.4423211,102.4423211,106.9253074,f,1,4.4751339,None,102.4423211,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
39,(40 ÷ 5) + 9 = 20,f,hard,20,20,0,f,1,3.3789596,None,0,20,20,38,106.9408995,,,,,,,,,106.9255726,106.9408995,107.4250663,107.4316927,107.4399224,107.4399224,110.8224767,f,1,3.3789596,None,107.4399224,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
35,(48 ÷ 6) + 10 = 20,f,hard,21,21,0,f,1,7.6014554,None,0,21,21,34,110.8386602,,,,,,,,,110.8227694,110.8386602,111.323176,111.3280507,111.3389634,111.3389634,118.954057,f,1,7.6014554,None,,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
40,(6 × 8) + 10 = 60,f,hard,22,22,0,f,1,4.690402,None,0,22,22,39,118.9689574,,,,,,,,,118.9546723,118.9689574,119.4523369,119.4593809,119.4686979,119.4686979,124.1667068,f,1,4.690402,None,119.4686979,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
11,8 - 3 = 4,f,easy,23,23,0,f,1,1.3944232,None,0,23,23,10,124.1829685,,,,,,,,,124.166966,124.1829685,124.6672458,124.6726727,124.6824295,124.6824295,126.0828274,f,1,1.3944232,None,,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
9,12 - 4 = 8,t,easy,24,24,0,t,1,1.5709603,None,0,24,24,8,126.0986881,,,,,,,,,126.0833276,126.0986881,126.5856477,126.5904398,126.5992057,126.5992057,128.1820927,t,1,1.5709603,None,,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
19,2 x 4 = 12,f,easy,25,25,0,f,1,1.3651683,None,0,25,25,18,128.1977205,,,,,,,,,128.1826423,128.1977205,128.681741,128.6871538,128.6976292,128.6976292,130.0642834,f,1,1.3651683,None,128.6976292,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
17,3 + 3 = 10,f,easy,26,26,0,f,1,1.2158098,None,0,26,26,16,130.0799044,,,,,,,,,130.0653552,130.0799044,130.5646703,130.5700467,130.5798224,130.5798224,131.7968623,f,1,1.2158098,None,,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
34,(22 × 3) − 11 = 50,f,hard,28,28,0,f,1,8.369047,None,0,28,28,33,133.7452512,,,,,,,,,133.7297682,133.7452512,134.2292194,134.2346476,134.244866,134.244866,142.6254259,f,1,8.369047,None,134.244866,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
27,(48 ÷ 6) + 10 = 18,t,hard,29,29,0,t,1,6.7751145,None,0,29,29,26,142.6413242,,,,,,,,,142.6259207,142.6413242,143.1262142,143.1319372,143.1425453,143.1425453,149.9235495,t,1,6.7751145,None,,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
36,(14 + 16) ÷ 2 = 18,f,hard,30,30,0,f,1,5.3235217,None,0,30,30,35,149.9387774,,,,,,,,,149.923821,149.9387774,150.4225615,150.4283894,150.4383258,150.4383258,155.7701837,f,1,5.3235217,None,150.4383258,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
2,8 − 3 = 5,t,easy,31,31,0,t,1,1.7852953,None,0,31,31,1,155.7857706,,,,,,,,,155.7705059,155.7857706,156.2691192,156.273628,156.2854451,156.2854451,158.0853033,t,1,1.7852953,None,156.2854451,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
22,(28 ÷ 4) + 7 = 14,t,hard,32,32,0,t,1,3.6591789,None,0,32,32,21,158.1011865,,,,,,,,,158.0855006,158.1011865,158.5847541,158.5880946,158.6012192,158.6012192,162.2667438,t,1,3.6591789,None,158.6012192,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
18,12 - 6 =10,f,easy,33,33,0,f,1,1.8265878,None,0,33,33,17,162.2827064,,,,,,,,,162.2670154,162.2827064,162.7663388,162.7702643,162.7824925,162.7824925,164.6154993,f,1,1.8265878,None,162.7824925,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
13,6 x 2 = 14,f,easy,34,34,0,f,1,4.0733822,None,0,34,34,12,164.6317728,,,,,,,,,164.6156883,164.6317728,165.1150458,165.1191337,165.1321407,165.1321407,169.2152443,f,1,4.0733822,None,165.1321407,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
1,5 + 7 = 12,t,easy,35,35,0,t,1,3.1161493,None,0,35,35,0,169.2304471,,,,,,,,,169.2156839,169.2304471,169.7132636,169.7160513,169.7299274,169.7299274,172.8628154,t,1,3.1161493,None,169.7299274,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
10,2 x 5 =10,t,easy,37,37,0,t,1,1.2312609,None,0,37,37,9,178.5262929,,,,,,,,,178.5110345,178.5262929,179.0103836,179.0190688,179.0270391,179.0270391,180.2639487,t,1,1.2312609,None,179.0270391,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
25,(18 + 9) ÷ 3 = 9,t,hard,38,38,0,t,1,5.523488,None,0,38,38,24,180.2752175,,,,,,,,,180.2641899,180.2752175,180.7598803,180.7652911,180.7755478,180.7755478,186.307003,t,1,5.523488,None,180.7755478,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
14,9 -1 = 5,f,easy,39,39,0,f,1,1.9083818,None,0,39,39,13,186.3232359,,,,,,,,,186.3074116,186.3232359,186.8062011,186.8099105,186.8227259,186.8227259,188.7386372,f,1,1.9083818,None,186.8227259,586133,1,2025-11-21_13h38.45.726,solo project,,2025.1.1,60.94855456,2025-11-21 13h39.04.363099 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rt easy,rt hard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1348415,2.859,,participant 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7657189,3.6038673,,mean rt easy,,1.813928389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.418039,8.1716055,,mean  rt hard,,5.960551739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4456013,15.1993042,,diffrence,,4.14662335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1429113,6.9906278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6370605,9.1392837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.98096,5.2758184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6381596,3.4522711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3944232,2.8018523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5709603,4.4751339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3651683,3.3789596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2158098,7.6014554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7852953,4.690402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8265878,8.369047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0733822,6.7751145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.1161493,5.3235217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2312609,3.6591789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9083818,5.523488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
