problem_id,problem,correct,difficulty,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instr_text.started,instr_key.started,instructions.stopped,instr_key.keys,instr_key.rt,instr_key.duration,fixation.started,fix.started,fixation.stopped,trial.started,problem_text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,fix.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
20,11 -1 = 15,f,easy,11,11,0,f,1,2.0025057,None,0,11,11,19,58.1728551,,,,,,,,,58.1585125,58.1728551,58.6614558,58.6673745,58.6720744,58.6720744,60.6896512,f,1,2.0025057,None,58.6720744,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
35,(48 ÷ 6) + 10 = 20,f,hard,12,12,0,f,1,10.5054146,None,0,12,12,34,60.7048975,,,,,,,,,60.6902065,60.7048975,61.1885168,61.1951452,61.2048582,61.2048582,71.7188516,f,1,10.5054146,None,61.2048582,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
40,(6 × 8) + 10 = 60,f,hard,13,13,0,f,1,3.9401096,None,0,13,13,39,71.733688,,,,,,,,,71.7192413,71.733688,72.2182474,72.2256058,72.233579,72.233579,76.1828762,f,1,3.9401096,None,72.233579,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
10,2 x 5 =10,t,easy,14,14,0,t,1,1.1532044,None,0,14,14,9,76.1981319,,,,,,,,,76.1833887,76.1981319,76.6818133,76.6859365,76.6978856,76.6978856,77.864855,t,1,1.1532044,None,76.6978856,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
36,(14 + 16) ÷ 2 = 18,f,hard,15,15,0,f,1,3.3127491,None,0,15,15,35,77.8805811,,,,,,,,,77.865225,77.8805811,78.3655461,78.3722665,78.3814196,78.3814196,81.6972719,f,1,3.3127491,None,,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
9,12 - 4 = 8,t,easy,16,16,0,t,1,2.3286869,None,0,16,16,8,81.713437,,,,,,,,,81.6975619,81.713437,82.2130785,82.2186828,82.2288986,82.2288986,84.5620004,t,1,2.3286869,None,,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
14,9 -1 = 5,f,easy,17,17,0,f,1,1.7935679,None,0,17,17,13,84.5777314,,,,,,,,,84.563053,84.5777314,85.062163,85.0670222,85.0784445,85.0784445,86.8781208,f,1,1.7935679,None,85.0784445,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
5,4 + 4 = 8,t,easy,18,18,0,t,1,1.2160045,None,0,18,18,4,86.8940933,,,,,,,,,86.8784355,86.8940933,87.377965,87.3843929,87.3934785,87.3934785,88.6106232,t,1,1.2160045,None,87.3934785,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
32,(50 − 14) ÷ 6 = 5,f,hard,19,19,0,f,1,9.0375201,None,0,19,19,31,88.6264593,,,,,,,,,88.6109171,88.6264593,89.1106898,89.1172628,89.1267627,89.1267627,98.1733039,f,1,9.0375201,None,89.1267627,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
17,3 + 3 = 10,f,easy,20,20,0,f,1,1.4681753,None,0,20,20,16,98.1886729,,,,,,,,,98.1736862,98.1886729,98.6726729,98.6785211,98.6889565,98.6889565,100.1578748,f,1,1.4681753,None,98.6889565,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
19,2 x 4 = 12,f,easy,21,21,0,f,1,1.8359611,None,0,21,21,18,100.1711989,,,,,,,,,100.1582223,100.1711989,100.6549878,100.6593502,100.6711102,100.6711102,102.5207203,f,1,1.8359611,None,100.6711102,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
38,(36 − 9) ÷ 3 = 8,f,hard,22,22,0,f,1,6.2724013,None,0,22,22,37,102.5366773,,,,,,,,,102.5210972,102.5366773,103.0210683,103.0253816,103.0370309,103.0370309,109.3186273,f,1,6.2724013,None,103.0370309,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
12,7 + 3 = 15,f,easy,23,23,0,f,1,6.3759422,None,0,23,23,11,109.3335534,,,,,,,,,109.3189676,109.3335534,109.8172781,109.8209573,109.8335328,109.8335328,116.2158171,f,1,6.3759422,None,109.8335328,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
1,5 + 7 = 12,t,easy,24,24,0,t,1,2.3099176,None,0,24,24,0,116.2318636,,,,,,,,,116.2160705,116.2318636,116.7151689,116.720723,116.7310448,116.7310448,119.0514423,t,1,2.3099176,None,116.7310448,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
28,(32 ÷ 8) + 9 = 13,t,hard,25,25,0,t,1,2.2925361,None,0,25,25,27,119.064098,,,,,,,,,119.0519729,119.064098,119.5636856,119.5697901,119.5794715,119.5794715,121.8796851,t,1,2.2925361,None,,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
2,8 − 3 = 5,t,easy,26,26,0,t,1,2.0564017,None,0,26,26,1,121.8958521,,,,,,,,,121.8800383,121.8958521,122.3961233,122.4025155,122.4121919,122.4121919,124.4823736,t,1,2.0564017,None,,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
24,(56 ÷ 7) + 9 = 17,t,hard,27,27,0,t,1,4.7344013,None,0,27,27,23,124.4939936,,,,,,,,,124.4826621,124.4939936,124.978029,124.9833619,124.9940276,124.9940276,129.743196,t,1,4.7344013,None,124.9940276,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
16,10 -7 = 1,f,easy,28,28,0,f,1,3.1103887,None,0,28,28,15,129.7589338,,,,,,,,,129.7439984,129.7589338,130.2422318,130.2470485,130.2590119,130.2590119,133.3748128,f,1,3.1103887,None,130.2590119,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
39,(40 ÷ 5) + 9 = 20,f,hard,29,29,0,f,1,7.0221973,None,0,29,29,38,133.3902521,,,,,,,,,133.3751198,133.3902521,133.8744739,133.8796702,133.8902617,133.8902617,140.9206307,f,1,7.0221973,None,133.8902617,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
22,(28 ÷ 4) + 7 = 14,t,hard,30,30,0,t,1,3.2606435,None,0,30,30,21,140.9368125,,,,,,,,,140.9209318,140.9368125,141.4205061,141.4244726,141.4365953,141.4365953,144.7022202,t,1,3.2606435,None,141.4365953,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
7,3 + 6 = 9,t,easy,31,31,0,t,1,1.1061579,None,0,31,31,6,144.7182441,,,,,,,,,144.7024552,144.7182441,145.2022608,145.2066196,145.2183471,145.2183471,146.3364985,t,1,1.1061579,None,145.2183471,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
8,7 + 5 = 12,t,easy,32,32,0,t,1,2.086888,None,0,32,32,7,146.3512462,,,,,,,,,146.3368294,146.3512462,146.8351819,146.841288,146.8510862,146.8510862,148.9512352,t,1,2.086888,None,146.8510862,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
3,9 + 1= 10,t,easy,33,33,0,t,1,1.2185396,None,0,33,33,2,148.9671258,,,,,,,,,148.9515682,148.9671258,149.4514786,149.457328,149.4661093,149.4661093,150.700956,t,1,1.2185396,None,149.4661093,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
30,(6 × 8) + 10 = 58,t,hard,34,34,0,t,1,3.7605238,None,0,34,34,29,150.7164154,,,,,,,,,150.7012616,150.7164154,151.2004642,151.2045943,151.2161933,151.2161933,154.981342,t,1,3.7605238,None,151.2161933,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
33,(20 ÷ 5) + 18 = 30,f,hard,35,35,0,f,1,3.3088273,None,0,35,35,32,154.9972532,,,,,,,,,154.981609,154.9972532,155.4817661,155.4882205,155.4978589,155.4978589,158.8130675,f,1,3.3088273,None,,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
23,(45 − 15) ÷ 5 = 6,t,hard,36,36,0,t,1,4.000157,None,0,36,36,22,158.8294629,,,,,,,,,158.8134103,158.8294629,159.3134529,159.3184227,159.3296482,159.3296482,163.3454505,t,1,4.000157,None,159.3296482,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
18,12 - 6 =10,f,easy,38,38,0,f,1,2.0393003,None,0,38,38,17,168.7581416,,,,,,,,,168.7425981,168.7581416,169.2419416,169.2451871,169.2576233,169.2576233,171.3074367,f,1,2.0393003,None,169.2576233,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
13,6 x 2 = 14,f,easy,39,39,0,f,1,5.9352622,None,0,39,39,12,171.3237109,,,,,,,,,171.307712,171.3237109,171.8069423,171.8116564,171.8233193,171.8233193,177.7724017,f,1,5.9352622,None,171.8233193,paricipant 8,1,2025-11-21_13h49.02.134,solo project,,2025.1.1,59.66259613,2025-11-21 13h49.13.939027 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rt easy,rt hard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7954905,4.3650141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6314452,4.7518832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5784701,9.4588917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3300201,4.2760945,,mean rt easy,,2.268616495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0025057,8.8386033,,mean rt hard,,5.478703988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1532044,10.5054146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3286869,3.9401096,,difference,3.210087493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7935679,3.3127491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2160045,9.0375201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4681753,6.2724013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8359611,2.2925361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.3759422,4.7344013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3099176,7.0221973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0564017,3.2606435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.1103887,3.7605238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1061579,3.3088273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.086888,4.000157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2185396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0393003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.9352622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
