problem_id,problem,correct,difficulty,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instr_text.started,instr_key.started,instructions.stopped,instr_key.keys,instr_key.rt,instr_key.duration,fixation.started,fix.started,fixation.stopped,trial.started,problem_text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,fix.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
30,(6 × 8) + 10 = 58,t,hard,14,14,0,t,1,2.08971,None,0,14,14,29,55.2703175,,,,,,,,,55.2548737,55.2703175,55.7549033,55.7603915,55.7702442,55.7702442,57.8702068,t,1,2.08971,None,55.7702442,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
7,3 + 6 = 9,t,easy,15,15,0,t,1,0.9985455,None,0,15,15,6,57.8855058,,,,,,,,,57.8705148,57.8855058,58.3692754,58.373064,58.3857545,58.3857545,59.3860825,t,1,0.9985455,None,58.3857545,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
11,8 - 3 = 4,f,easy,16,16,0,f,1,3.5398007,None,0,16,16,10,59.4018881,,,,,,,,,59.3863748,59.4018881,59.8848394,59.8880405,59.900971,59.900971,63.4511734,f,1,3.5398007,None,59.900971,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
27,(48 ÷ 6) + 10 = 18,t,hard,17,17,0,t,1,5.4753683,None,0,17,17,26,63.4670519,,,,,,,,,63.4514533,63.4670519,63.9505044,63.9552174,63.9668719,63.9668719,69.4524848,t,1,5.4753683,None,63.9668719,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
4,6 x 2 = 12,t,easy,18,18,0,t,1,1.2748002,None,0,18,18,3,69.4642941,,,,,,,,,69.4527882,69.4642941,69.9472365,69.9515772,69.9634249,69.9634249,71.2478101,t,1,1.2748002,None,69.9634249,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
40,(6 × 8) + 10 = 60,f,hard,19,19,0,f,1,2.4389631,None,0,19,19,39,71.2636809,,,,,,,,,71.24817,71.2636809,71.7471625,71.7510842,71.7631238,71.7631238,74.2132993,f,1,2.4389631,None,71.7631238,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
31,(32 ÷ 4) + 11 = 20,f,hard,20,20,0,f,1,7.2794727,None,0,20,20,30,74.2289432,,,,,,,,,74.2137189,74.2289432,74.7130301,74.7179416,74.7287039,74.7287039,82.0095665,f,0,7.2794727,None,74.7287039,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
10,2 x 5 =10,t,easy,21,21,0,t,1,2.9370898,None,0,21,21,9,82.0261405,,,,,,,,,82.0100532,82.0261405,82.5098974,82.5141144,82.5253899,82.5253899,85.4752497,t,1,2.9370898,None,82.5253899,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
5,4 + 4 = 8,t,easy,22,22,0,t,1,9.5773817,None,0,22,22,4,85.4905628,,,,,,,,,85.4755406,85.4905628,85.9740111,85.9777138,85.9904032,85.9904032,95.569979,t,1,9.5773817,None,85.9904032,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
15,4 + 9 = 10,f,easy,25,25,0,f,1,3.2239645,None,0,25,25,14,108.6471403,,,,,,,,,108.631333,108.6471403,109.1308034,109.1353159,109.1466324,109.1466324,112.3798479,f,1,3.2239645,None,109.1466324,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
28,(32 ÷ 8) + 9 = 13,t,hard,26,26,0,t,1,9.1582197,None,0,26,26,27,112.3958169,,,,,,,,,112.3801445,112.3958169,112.8797638,112.8848552,112.8955681,112.8955681,122.0582592,t,1,9.1582197,None,112.8955681,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
13,6 x 2 = 14,f,easy,27,27,0,f,1,1.0974386,None,0,27,27,12,122.0741051,,,,,,,,,122.0584713,122.0741051,122.5586677,122.5629604,122.5742169,122.5742169,123.674703,f,1,1.0974386,None,122.5742169,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
25,(18 + 9) ÷ 3 = 9,t,hard,28,28,0,t,1,2.713045,None,0,28,28,24,123.6909747,,,,,,,,,123.6750423,123.6909747,124.1749676,124.1803979,124.1907104,124.1907104,126.9106222,t,1,2.713045,None,124.1907104,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
3,9 + 1= 10,t,easy,29,29,0,t,1,1.135464,None,0,29,29,2,126.9225746,,,,,,,,,126.9108607,126.9225746,127.4067894,127.4117448,127.4225449,127.4225449,128.5597904,t,1,1.135464,None,127.4225449,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
20,11 -1 = 15,f,easy,30,30,0,f,1,1.0716722,None,0,30,30,19,128.5714854,,,,,,,,,128.5600972,128.5714854,129.0558219,129.0601487,129.0715262,129.0715262,130.1555586,f,1,1.0716722,None,129.0715262,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
6,10 -2 = 8,t,easy,31,31,0,t,1,2.0689944,None,0,31,31,5,130.1712433,,,,,,,,,130.1559327,130.1712433,130.6551032,130.6600067,130.6712753,130.6712753,132.7546312,t,1,2.0689944,None,130.6712753,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
17,3 + 3 = 10,f,easy,32,32,0,f,1,1.0506866,None,0,32,32,16,132.7700007,,,,,,,,,132.7549578,132.7700007,133.2542916,133.2592664,133.269543,133.269543,134.321539,f,1,1.0506866,None,133.269543,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
18,12 - 6 =10,f,easy,33,33,0,f,1,2.0363256,None,0,33,33,17,134.3359916,,,,,,,,,134.3219789,134.3359916,134.8198362,134.8255054,134.8360589,134.8360589,136.8860134,f,1,2.0363256,None,134.8360589,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
29,(9 × 7) − 20 = 43,t,hard,34,34,0,t,1,5.801586,None,0,34,34,28,136.9021918,,,,,,,,,136.8864118,136.9021918,137.3858731,137.3903558,137.4019263,137.4019263,143.2169351,t,1,5.801586,None,137.4019263,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
23,(45 − 15) ÷ 5 = 6,t,hard,35,35,0,t,1,2.3035379,None,0,35,35,22,143.2327822,,,,,,,,,143.217323,143.2327822,143.7318153,143.7366283,143.7482225,143.7482225,146.0654504,t,1,2.3035379,None,,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
14,9 -1 = 5,f,easy,36,36,0,f,1,1.074354,None,0,36,36,13,146.0808665,,,,,,,,,146.0659025,146.0808665,146.5648441,146.5687187,146.5806053,146.5806053,147.6645204,f,1,1.074354,None,146.5806053,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
39,(40 ÷ 5) + 9 = 20,f,hard,38,38,0,f,1,5.9395459,None,0,38,38,38,154.6111073,,,,,,,,,154.5950345,154.6111073,155.0949014,155.1005791,155.110521,155.110521,161.058964,f,1,5.9395459,None,155.110521,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
36,(14 + 16) ÷ 2 = 18,f,hard,39,39,0,f,1,3.960421,None,0,39,39,35,161.0750412,,,,,,,,,161.059284,161.0750412,161.5589737,161.5638333,161.5744897,161.5744897,165.5406552,f,1,3.960421,None,161.5744897,particpant 9,1,2025-11-21_14h33.10.012,solo project,,2025.1.1,59.72288581,2025-11-21 14h35.42.912150 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rt hard,rt easy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.3874906,1.4090781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7992645,1.198942,,mean rt easy,,2.30656085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.839041,1.0282535,,mean  rt hard,,4.856833113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.9693522,4.8407735,,diffrence,,2.550272263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.1437842,2.9941619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4105277,1.4702678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.08971,2.1032224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4753683,0.9985455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4389631,3.5398007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.2794727,1.2748002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.1582197,2.9370898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.713045,9.5773817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.801586,3.2239645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3035379,1.0974386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.9395459,1.135464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.960421,1.0716722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.0689944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0506866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.0363256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.074354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
